TenantId,SiteId,SiteName,SiteURL,SiteTemplate,PrimaryAdmin,PrimaryAdminEmail,ExternalSharing,SitePrivacy,SiteSensitivity,NumberOfUsersHavingAccess,GuestUserPermissions,ExternalParticipantPermissions,EntraGroupCount,FileCount,ItemsWithUniquePermissionsCount,PeopleInYourOrgLinkCount,AnyoneLinkCount,EEEUPermissionCount,EveryonePermissionCount,ReportDate
b15492d9-ee33-4930-9efd-2b7f2c8183b7,55146214-0c9e-4db6-9823-d3908718ee9c,Contoso Sales,https://contosoenergyusa40.sharepoint.com/sites/TestPermReportSales,Other site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,,,,659,0,0,4,66,3,0,0,0,2,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,752a98ab-6383-4ee4-9b2d-1a842bd8602b,NBH,https://contosoenergyusa40.sharepoint.com/teams/NBH,Classic site,Company Administrator,,FALSE,Public,General,659,0,0,9,45,8,4,0,1,1,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,e0a5e63d-c436-4736-9cb2-116e17547764,Contoso Reports,https://contosoenergyusa40.sharepoint.com/teams/ContosoReports,Team site,Contoso Reports Owners,ContosoReports@contosoenergyusa40.onmicrosoft.com,TRUE,Public,General,649,0,0,3,11,0,0,0,1,1,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,b20ccd13-3364-4166-8c88-2773c12b7602,ContosoEnergy40,https://contosoenergyusa40.sharepoint.com/sites/ContosoEnergy40,Team site,ContosoEnergy40 Owners,ContosoEnergy40@contosoenergyusa40.onmicrosoft.com,TRUE,Public,,642,0,0,3,35,0,0,0,1,1,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,9c35d23e-6290-4556-bd5b-4d9986547224,Contoso Energy Interns,https://contosoenergyusa40.sharepoint.com/sites/ContosoEnergyInterns,Team site,Contoso Energy Interns Owners,ContosoEnergyInterns@contosoenergyusa40.onmicrosoft.com,TRUE,Public,General,642,0,0,3,18,0,0,0,1,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,58120878-36a0-4723-9b6f-ee02769a9395,Contoso Energy Interns-Shared channel,https://contosoenergyusa40.sharepoint.com/sites/ContosoEnergyInterns-Sharedchannel,Other site,Kevin P,Kevin@contosoenergyusa40.onmicrosoft.com,TRUE,Public,General,631,0,0,1,4,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,a10f1997-71f2-4ef2-825e-2439400fc601,Firestorm Financials,https://contosoenergyusa40.sharepoint.com/teams/FirestormFinancials,Team site,Mona Kane,adminObsidian@contosoenergyusa40.onmicrosoft.com,TRUE,Private,,508,0,0,27,51,7,4,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,c8efd88c-3fda-44cb-a43a-9e212cb62d3e,Communication site,https://contosoenergyusa40.sharepoint.com/,Communication site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,TRUE,Private,,27,202,0,22,381,20,6,1,3,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,381c0b65-2cbc-4654-9149-38588a9d3e3e,AccountingTeamTestSite1,https://contosoenergyusa40.sharepoint.com/sites/AccountingTeamTestSite1,Other site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,FALSE,Private,,16,0,0,2,4,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,233c9ffc-f26e-4562-96ec-e50b0531fb89,Contoso HR,https://contosoenergyusa40.sharepoint.com/sites/ContosoHR,Communication site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,FALSE,Private,General,16,0,0,7,3,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,c5fbc897-34c9-43bf-a8f4-57a594cae1fc,UdpCommSite,https://contosoenergyusa40.sharepoint.com/sites/UdpCommSite,Team,Alex Wilbert,alex@contosoenergyusa40.onmicrosoft.com,FALSE,Private,,15,0,0,0,22,2,1,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,b2d5d96c-3631-457c-b2c7-2edc5b8cb015,Contoso Infra,https://contosoenergyusa40.sharepoint.com/teams/ContosoInfra,Team,Alex Wilbert,alex@contosoenergyusa40.onmicrosoft.com,FALSE,Private,,14,0,0,7,4,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,d54364b8-a20f-407b-a4bb-e1d3f5b41cd9,Contoso Finance - Project Apollo,https://contosoenergyusa40.sharepoint.com/sites/ContosoFinance-ProjectApollo,Communication site,Alex Wilbert,alex@contosoenergyusa40.onmicrosoft.com,FALSE,Private,Top Secret,13,0,0,2,6,0,0,0,1,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,f981b864-a9ac-46b7-afe7-e127f028a0c7,Contoso Leaders,https://contosoenergyusa40.sharepoint.com/teams/contosoleaders,Team site,SLT Group,sltgroup@contosoenergyusa40.onmicrosoft.com,FALSE,Private,Top Secret,9,0,0,3,451,0,0,0,1,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,49bf49b9-c220-455c-abf0-5ce39f5c7862,CommunicationSite,https://contosoenergyusa40.sharepoint.com/sites/CommunicationSite,Other site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,,,,6,0,0,1,13,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,c3c8c326-91b3-4851-bdb5-de214ca721f7,All Company,https://contosoenergyusa40.sharepoint.com/sites/allcompany,Team site,All Company Owners,allcompany@contosoenergyusa40.onmicrosoft.com,FALSE,Public,General,6,0,0,3,12,0,0,0,1,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,1c000bf4-99ad-4fdd-b802-d126afa74d96,Contoso Buy Sell ,https://contosoenergyusa40.sharepoint.com/sites/ContosoBuySell,Communication site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,FALSE,,General,6,0,0,0,9,2,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,2008c123-971c-457e-b1d4-41f68d66b104,Budget 2022,https://contosoenergyusa40.sharepoint.com/sites/Budget2022,Communication site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,FALSE,Private,Top Secret,5,0,0,2,64,4,1,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,60fb5012-6bff-4063-908a-368782f60a19,Contoso Employee Onboarding,https://contosoenergyusa40.sharepoint.com/sites/ContosoEmployeeOnboarding,Other site,Kevin P,Kevin@contosoenergyusa40.onmicrosoft.com,,,,4,0,0,3,34,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,2a872fcb-f3ac-4436-ba6b-fee8478bb38e,Universal Annotation,https://contosoenergyusa40.sharepoint.com/teams/UniversalAnnotation,Team site,Kevin P,Kevin@contosoenergyusa40.onmicrosoft.com,TRUE,Public,General,4,0,0,3,3,0,0,0,1,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,e9b95b65-8df8-421e-84d1-c1b9429a9650,Budget 2025,https://contosoenergyusa40.sharepoint.com/teams/budget2025,Team site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,FALSE,Public,General,4,0,0,5,4,3,1,0,1,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,377d5e62-d234-476f-8b66-00bad72cd3ba,Investment,https://contosoenergyusa40.sharepoint.com/sites/Investment,Other site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,,,,3,0,0,0,2,0,0,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,0d93c91d-ffac-4d04-bae9-da53d97a8529,Contoso Design,https://contosoenergyusa40.sharepoint.com/sites/ContosoDesign,Other site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,,,,3,0,0,4,20,5,2,1,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,6216d310-8bb7-4ef3-aace-47583b773004,Contoso Give,https://contosoenergyusa40.sharepoint.com/teams/ContosoGive,Other site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,,,,3,0,0,3,59,4,2,0,0,0,2025-11-17T07:08:01Z
b15492d9-ee33-4930-9efd-2b7f2c8183b7,e8ec841c-9979-451e-854e-a71dc5123ba9,Contoso Marketing,https://contosoenergyusa40.sharepoint.com/sites/ContosoMarketing ,Team site,Mona Kane,admin@contosoenergyusa40.onmicrosoft.com,TRUE,Public,General,2,0,0,3,1,0,0,0,1,0,2025-11-17T07:08:01Z
